Opération	Division	Description	Designation	Type unité	Type produit	Nombre unité	Statut ADV	N° Lot	Superficie	Prix unitaire	Prix total	Titre foncier	Numéro Client	Client	CIN/RC	Dossier	Type document	Désignation type de document	Création	Vers1	Vers2	Vers3	Total versement	Date livraison	Date contrat	Vers regularis	Trop perçu réglé	Trop perçu non réglé	Reste à payer	Total avances	
180149.01	1803	Nador - Driouch               	7321-AL ANNOUAR ARRUIT                  	LOT HABITATION           	LOTS PROMOTIONNELS R+2 RDC COMMERCIAL   	1	2	76	120	1825	219000	                    	11041838	Rab McTerrelly	S536838	21627817	ZVL 	Vente libre         	20180515	54750	30000	0	84750	0	0	0	0	0	134250	84750	
180149.01	1803	Nador - Driouch               	7321-AL ANNOUAR ARRUIT                  	LOT HABITATION           	LOTS PROMOTIONNELS R+2 RDC COMMERCIAL   	1	2	77	120	1850	222000	                    	11030769	Bert Pordal	S374553	21620423	ZVL 	Vente libre         	20180119	40000	0	0	40000	0	0	0	0	0	182000	40000	
180149.01	1803	Nador - Driouch               	7321-AL ANNOUAR ARRUIT                  	LOT HABITATION           	LOTS PROMOTIONNELS R+2 RDC COMMERCIAL   	1	2	78	120	1875	225000	                    	10594599	Wilek Gumary	S834663	21631886	ZVL 	Vente libre         	20180807	56250	0	0	56250	0	0	0	0	0	168750	56250	
180149.01	1803	Nador - Driouch               	7321-AL ANNOUAR ARRUIT                  	LOT HABITATION           	LOTS PROMOTIONNELS R+2 RDC COMMERCIAL   	1	2	79	120	1850	222000	                    	10615900	Debera Quinion	S562697	21625709	ZVL 	Vente libre         	20180330	55500	35000	0	90500	0	0	0	0	0	131500	90500	
180149.01	1803	Nador - Driouch               	7321-AL ANNOUAR ARRUIT                  	LOT HABITATION           	LOTS PROMOTIONNELS R+2 RDC COMMERCIAL   	1	2	80	120	1825	219000	                    	11027121	Edlin Blaza	S784304	21618605	ZVL 	Vente libre         	20171218	54750	0	0	54750	0	0	0	0	0	164250	54750	
180149.01	1803	Nador - Driouch               	7321-AL ANNOUAR ARRUIT                  	LOT HABITATION           	LOTS PROMOTIONNELS R+2 RDC COMMERCIAL   	1	2	81	120	1850	222000	                    	11034061	Cary Eliassen	S588682	21622954	ZVL 	Vente libre         	20180223	55500	55500	0	111000	0	0	0	0	0	111000	111000	
180149.01	1803	Nador - Driouch               	7321-AL ANNOUAR ARRUIT                  	LOT HABITATION           	LOTS PROMOTIONNELS R+2 RDC COMMERCIAL   	1	2	82	120	1825	219000	                    	11041721	Caroline Ganderton	S432939	21627732	ZVL 	Vente libre         	20180514	40000	54750	0	94750	0	0	0	0	0	124250	94750	
180149.01	1803	Nador - Driouch               	7321-AL ANNOUAR ARRUIT                  	LOT HABITATION           	LOTS PROMOTIONNELS R+2 RDC COMMERCIAL   	1	2	83	120	1850	222000	                    	10736571	Archambault Manser	S47833	21626466	ZVL 	Vente libre         	20180417	55500	0	0	55500	0	0	0	0	0	166500	55500	
180149.01	1803	Nador - Driouch               	7321-AL ANNOUAR ARRUIT                  	LOT HABITATION           	LOTS PROMOTIONNELS R+2 RDC COMMERCIAL   	1	2	84	120	1825	219000	                    	10595655	Milt Genthner	S637280	21631082	ZVL 	Vente libre         	20180723	55458	55458	55458	166374	0	0	0	0	0	52626	166374	
180149.01	1803	Nador - Driouch               	7321-AL ANNOUAR ARRUIT                  	LOT HABITATION           	LOTS PROMOTIONNELS R+2 RDC COMMERCIAL   	1	2	85	120	1850	222000	                    	11031925	Conn O'Concannon	S247817	21621646	ZVL 	Vente libre         	20180208	55500	0	0	55500	0	0	0	0	0	166500	55500	
180149.01	1803	Nador - Driouch               	7321-AL ANNOUAR ARRUIT                  	LOT HABITATION           	LOTS PROMOTIONNELS R+2 RDC COMMERCIAL   	1	2	86	120	1916.25	229950	                    	11085212	Meridel Copp	S61678	21742785	ZVL 	Vente libre         	20210106	0	0	0	0	0	0	0	0	0	229950	0	
180149.01	1803	Nador - Driouch               	7321-AL ANNOUAR ARRUIT                  	LOT HABITATION           	LOTS PROMOTIONNELS R+2 RDC COMMERCIAL   	1	2	87	120	1900	228000	                    	11026911	Bartholemy Craiker	S470715	21618436	ZVL 	Vente libre         	20171213	57000	57000	0	114000	0	0	0	0	0	114000	114000	
180149.01	1803	Nador - Driouch               	7321-AL ANNOUAR ARRUIT                  	LOT HABITATION           	LOTS PROMOTIONNELS R+2 RDC COMMERCIAL   	1	2	88	120	1885	226200	                    	10984760	Livvy Lanchester	S531529	21618864	ZVL 	Vente libre         	20171220	33930	22620	0	56550	0	0	0	0	0	169650	56550	
180149.01	1803	Nador - Driouch               	7321-AL ANNOUAR ARRUIT                  	LOT HABITATION           	LOTS PROMOTIONNELS R+2 RDC COMMERCIAL   	1	2	89	129	1900	245100	                    	11027992	Dory Wandtke	S6174	21619182	ZVL 	Vente libre         	20171225	61275	0	0	61275	0	0	0	0	0	183825	61275	
180149.01	1803	Nador - Driouch               	7321-AL ANNOUAR ARRUIT                  	LOT HABITATION           	LOTS PROMOTIONNELS R+2 RDC COMMERCIAL   	1	2	90	139	1875	260625	                    	11028022	Berget Ludwikiewicz	S133763	21619181	ZVL 	Vente libre         	20171225	65156.25	0	0	65156.25	0	0	0	0	0	195468.75	65156.25	
180149.01	1803	Nador - Driouch               	7321-AL ANNOUAR ARRUIT                  	LOT HABITATION           	LOTS PROMOTIONNELS R+2 RDC COMMERCIAL   	1	2	91	124	1800	223200	                    	11057628	Nicky Grisdale	S282313	21637445	ZVL 	Vente libre         	20181115	55800	55800	55800	167400	0	0	0	0	0	55800	167400	
180149.01	1803	Nador - Driouch               	7321-AL ANNOUAR ARRUIT                  	LOT HABITATION           	LOTS PROMOTIONNELS R+2 RDC COMMERCIAL   	1	2	92	124	1850	229400	                    	10581644	Melvyn Doughton	S149285	21626759	ZVL 	Vente libre         	20180423	50000	0	0	50000	0	0	0	0	0	179400	50000	
180149.01	1803	Nador - Driouch               	7321-AL ANNOUAR ARRUIT                  	LOT HABITATION           	LOTS PROMOTIONNELS R+2 RDC COMMERCIAL   	1	2	93	124	1800	223200	                    	11056879	Karisa Collier	S577678	21736309	ZVL 	Vente libre         	20200827	110000	0	0	110000	0	0	0	0	0	113200	110000	
180149.01	1803	Nador - Driouch               	7321-AL ANNOUAR ARRUIT                  	LOT HABITATION           	LOTS PROMOTIONNELS R+2 RDC COMMERCIAL   	1	2	94	124	1850	229400	                    	10598487	Ailene McMickan	S295907	21626724	ZVL 	Vente libre         	20180423	48000	48000	72000	168000	0	0	0	0	0	61400	168000	
180149.01	1803	Nador - Driouch               	7321-AL ANNOUAR ARRUIT                  	LOT HABITATION           	LOTS PROMOTIONNELS R+2 RDC COMMERCIAL   	1	2	96	123	1850	227550	                    	11026732	Jacintha Jobbins	SX789	21618340	ZVL 	Vente libre         	20171212	56887.5	56887.5	56887.5	170662.5	0	0	0	0	0	56887.5	170662.5	
180149.01	1803	Nador - Driouch               	7321-AL ANNOUAR ARRUIT                  	LOT HABITATION           	LOTS PROMOTIONNELS R+2 RDC COMMERCIAL   	1	2	97	120	1800	216000	                    	11122799	Rosabelle Harmson	S623695	21745975	ZVL 	Vente libre         	20210317	0	0	0	0	0	0	0	0	0	216000	0	
180149.01	1803	Nador - Driouch               	7321-AL ANNOUAR ARRUIT                  	LOT HABITATION           	LOTS PROMOTIONNELS R+2 RDC COMMERCIAL   	1	2	98	172	1850	318200	                    	11092654	Ariana Ridgedell	NM817981	21726939	ZVL 	Vente libre         	20191225	100000	0	0	100000	0	0	0	0	0	218200	100000	
180149.01	1803	Nador - Driouch               	7321-AL ANNOUAR ARRUIT                  	LOT HABITATION           	LOTS PROMOTIONNELS R+2 RDC COMMERCIAL   	1	2	99	120	1850	222000	                    	11040551	Robin Walewicz	S715170	21627063	ZVL 	Vente libre         	20180427	50000	0	0	50000	0	0	0	0	0	172000	50000	
180149.01	1803	Nador - Driouch               	7321-AL ANNOUAR ARRUIT                  	LOT HABITATION           	LOTS PROMOTIONNELS R+2 RDC COMMERCIAL   	1	2	100	120	1875	225000	                    	10577099	Norine Francie	S396615	21621030	ZVL 	Vente libre         	20180130	50000	0	0	50000	0	0	0	0	0	175000	50000	
180149.01	1803	Nador - Driouch               	7321-AL ANNOUAR ARRUIT                  	LOT HABITATION           	LOTS PROMOTIONNELS R+2 RDC COMMERCIAL   	1	2	101	120	1825	219000	                    	11031785	Carola Dendon	S49248	21621571	ZVL 	Vente libre         	20180207	54750	0	0	54750	0	0	0	0	0	164250	54750	
180149.01	1803	Nador - Driouch               	7321-AL ANNOUAR ARRUIT                  	LOT HABITATION           	LOTS PROMOTIONNELS R+2 RDC COMMERCIAL   	1	2	102	120	1875	225000	                    	10629163	Chryste Ortsmann	S62861	21621559	ZVL 	Vente libre         	20180206	56250	0	0	56250	0	0	0	0	0	168750	56250	
180149.01	1803	Nador - Driouch               	7321-AL ANNOUAR ARRUIT                  	LOT HABITATION           	LOTS PROMOTIONNELS R+2 RDC COMMERCIAL   	1	2	103	120	1825	219000	                    	11026205	Caryl Booton	S552208	21618077	ZVL 	Vente libre         	20171207	54750	0	0	54750	0	0	0	0	0	164250	54750	
180149.01	1803	Nador - Driouch               	7321-AL ANNOUAR ARRUIT                  	LOT HABITATION           	LOTS PROMOTIONNELS R+2 RDC COMMERCIAL   	1	2	104	120	1800	216000	                    	11057350	Rutter Buckoke	S456027	21637271	ZVL 	Vente libre         	20181113	54000	54000	0	108000	0	0	0	0	0	108000	108000	
180149.01	1803	Nador - Driouch               	7321-AL ANNOUAR ARRUIT                  	LOT HABITATION           	LOTS PROMOTIONNELS R+2 RDC COMMERCIAL   	1	2	105	120	1850	222000	                    	11027144	Zilvia Linfitt	S514957	21618587	ZVL 	Vente libre         	20171215	55500	60000	0	115500	0	0	0	0	0	106500	115500	
180149.01	1803	Nador - Driouch               	7321-AL ANNOUAR ARRUIT                  	LOT HABITATION           	LOTS PROMOTIONNELS R+2 RDC COMMERCIAL   	1	2	106	120	1800	216000	                    	10628297	Llywellyn MacCosty	S231576	21637405	ZVL 	Vente libre         	20181115	45000	68000	45000	158000	0	0	0	0	0	58000	158000	
180149.01	1803	Nador - Driouch               	7321-AL ANNOUAR ARRUIT                  	LOT HABITATION           	LOTS PROMOTIONNELS R+2 RDC COMMERCIAL   	1	2	107	120	1850	222000	                    	11033954	Karim Bramont	S11864	21622879	ZVL 	Vente libre         	20180222	55500	0	0	55500	0	0	0	0	0	166500	55500	
180149.01	1803	Nador - Driouch               	7321-AL ANNOUAR ARRUIT                  	LOT HABITATION           	LOTS PROMOTIONNELS R+2 RDC COMMERCIAL   	1	2	108	120	1800	216000	                    	11056881	Consuela Jindra	S340543	21636943	ZVL 	Vente libre         	20181105	50000	54000	55000	159000	0	0	0	0	0	57000	159000	
180149.01	1803	Nador - Driouch               	7321-AL ANNOUAR ARRUIT                  	LOT HABITATION           	LOTS PROMOTIONNELS R+2 RDC COMMERCIAL   	1	2	109	120	1850	222000	                    	11023788	Eldin Tegler	S286096	21617620	ZVL 	Vente libre         	20171129	55500	0	0	55500	0	0	0	0	0	166500	55500	
180149.01	1803	Nador - Driouch               	7321-AL ANNOUAR ARRUIT                  	LOT HABITATION           	LOTS PROMOTIONNELS R+2 RDC COMMERCIAL   	1	2	110	120	1800	216000	                    	11056879	Pyotr Peppard	S577678	21636938	ZVL 	Vente libre         	20181105	50000	54000	0	104000	0	0	0	0	0	112000	104000	
180149.01	1803	Nador - Driouch               	7321-AL ANNOUAR ARRUIT                  	LOT HABITATION           	LOTS PROMOTIONNELS R+2 RDC COMMERCIAL   	1	2	111	120	1850	222000	                    	10584322	Jdavie Churchley	PL823521	21635093	ZVL 	Vente libre         	20181005	40000	0	0	40000	0	0	0	0	0	182000	40000	
180149.01	1803	Nador - Driouch               	7321-AL ANNOUAR ARRUIT                  	LOT HABITATION           	LOTS PROMOTIONNELS R+2 RDC COMMERCIAL   	1	2	112	120	1800	216000	                    	11056880	Jenna Engledow	S46926	21636937	ZVL 	Vente libre         	20181105	50000	0	0	50000	0	0	0	0	0	166000	50000	
180149.01	1803	Nador - Driouch               	7321-AL ANNOUAR ARRUIT                  	LOT HABITATION           	LOTS PROMOTIONNELS R+2 RDC COMMERCIAL   	1	2	113	120	1850	222000	                    	11031161	Shaylynn Purcell	S540416	21620898	ZVL 	Vente libre         	20180126	40000	0	0	40000	0	0	0	0	0	182000	40000	
180149.01	1803	Nador - Driouch               	7321-AL ANNOUAR ARRUIT                  	LOT HABITATION           	LOTS PROMOTIONNELS R+2 RDC COMMERCIAL   	1	2	114	116	1825	211700	                    	11025776	Winnie Goshawke	S33137	21617877	ZVL 	Vente libre         	20171205	52925	52925	0	105850	0	0	0	0	0	105850	105850	
180149.01	1803	Nador - Driouch               	7321-AL ANNOUAR ARRUIT                  	LOT HABITATION           	LOTS PROMOTIONNELS R+2 RDC COMMERCIAL   	1	2	115	116	1875	217500	                    	10648534	Jimmy Ibberson	S130125	21618607	ZVL 	Vente libre         	20171218	54375	0	0	54375	0	0	0	0	0	163125	54375	
180149.01	1803	Nador - Driouch               	7321-AL ANNOUAR ARRUIT                  	LOT HABITATION           	LOTS PROMOTIONNELS R+2 RDC COMMERCIAL   	1	2	116	129	1825	235425	                    	11026910	Ethelred Cruikshanks	S597011	21618433	ZVL 	Vente libre         	20171213	58856.25	58856.25	0	117712.5	0	0	0	0	0	117712.5	117712.5	
180149.01	1803	Nador - Driouch               	7321-AL ANNOUAR ARRUIT                  	LOT HABITATION           	LOTS PROMOTIONNELS R+2 RDC COMMERCIAL   	1	2	117	128	1850	236800	                    	11026483	Jo-ann Durham	S494611	21618199	ZVL 	Vente libre         	20171211	59200	59200	59200	177600	0	0	0	0	0	59200	177600	
180149.01	1803	Nador - Driouch               	7321-AL ANNOUAR ARRUIT                  	LOT HABITATION           	LOTS PROMOTIONNELS R+2 RDC COMMERCIAL   	1	2	118	128	1850	236800	                    	11033387	Shelly Eglington	S74787	21625677	ZVL 	Vente libre         	20180330	59200	59200	118400	236800	0	0	0	0	0	0	236800	
180149.01	1803	Nador - Driouch               	7321-AL ANNOUAR ARRUIT                  	LOT HABITATION           	LOTS PROMOTIONNELS R+2 RDC COMMERCIAL   	1	2	119	128	1825	233600	                    	11046999	Bernete Brome	DF805303	21630377	ZVL 	Vente libre         	20180710	78000	90000	0	168000	0	0	0	0	0	65600	168000	
180149.01	1803	Nador - Driouch               	7321-AL ANNOUAR ARRUIT                  	LOT HABITATION           	LOTS PROMOTIONNELS R+2 RDC COMMERCIAL   	1	2	120	128	1850	236800	                    	11032058	Theresita Thwaites	S187935	21622023	ZVL 	Vente libre         	20180209	55000	59200	0	114200	0	0	0	0	0	122600	114200	
180149.01	1803	Nador - Driouch               	7321-AL ANNOUAR ARRUIT                  	LOT HABITATION           	LOTS PROMOTIONNELS R+2 RDC COMMERCIAL   	1	2	121	129	1825	235425	                    	11049184	Darwin Gathercole	W159297	21631579	ZVL 	Vente libre         	20180802	80000	80000	0	160000	0	0	0	0	0	75425	160000	
180149.01	1803	Nador - Driouch               	7321-AL ANNOUAR ARRUIT                  	LOT HABITATION           	LOTS PROMOTIONNELS R+2 RDC COMMERCIAL   	1	2	122	128	1850	236800	                    	10614362	Romola Rutley	S637736	21622909	ZVL 	Vente libre         	20180222	94000	0	0	94000	0	0	0	0	0	142800	94000	
180149.01	1803	Nador - Driouch               	7321-AL ANNOUAR ARRUIT                  	LOT HABITATION           	LOTS PROMOTIONNELS R+2 RDC COMMERCIAL   	1	2	124	128	1850	236800	                    	11025333	Currey Izat	NU801525	21617613	ZVL 	Vente libre         	20171129	59200	0	0	59200	0	0	0	0	0	177600	59200	
180149.01	1803	Nador - Driouch               	7321-AL ANNOUAR ARRUIT                  	LOT HABITATION           	LOTS PROMOTIONNELS R+2 RDC COMMERCIAL   	1	2	125	130	1825	237250	                    	11051558	Jasmina Josefsohn	S643519	21633326	ZVL 	Vente libre         	20180910	60000	88625	40000	188625	0	0	0	0	0	48625	188625	
180149.01	1803	Nador - Driouch               	7321-AL ANNOUAR ARRUIT                  	LOT HABITATION           	LOTS PROMOTIONNELS R+2 RDC COMMERCIAL   	1	2	126	128	1850	236800	                    	11032057	Bryana Billingsley	S39188	21622024	ZVL 	Vente libre         	20180209	55000	59200	0	114200	0	0	0	0	0	122600	114200	
180149.01	1803	Nador - Driouch               	7321-AL ANNOUAR ARRUIT                  	LOT HABITATION           	LOTS PROMOTIONNELS R+2 RDC COMMERCIAL   	1	2	127	130	1825	237250	                    	10648312	Ricard Spieght	Z2423	21633523	ZVL 	Vente libre         	20180913	59312.5	59312.5	59312.5	177937.5	0	0	0	0	0	59312.5	177937.5	
180149.01	1803	Nador - Driouch               	7321-AL ANNOUAR ARRUIT                  	LOT HABITATION           	LOTS PROMOTIONNELS R+2 RDC COMMERCIAL   	1	2	128	128	1850	236800	                    	11027449	Teirtza Elger	S661575	21626803	ZVL 	Vente libre         	20180423	46875	59200	0	106075	0	0	0	0	0	130725	106075	
180149.01	1803	Nador - Driouch               	7321-AL ANNOUAR ARRUIT                  	LOT HABITATION           	LOTS PROMOTIONNELS R+2 RDC COMMERCIAL   	1	2	129	131	1825	239075	                    	10615766	Farlie Spurret	S463406	21633481	ZVL 	Vente libre         	20180913	59768.75	0	0	59768.75	0	0	0	0	0	179306.25	59768.75	
180149.01	1803	Nador - Driouch               	7321-AL ANNOUAR ARRUIT                  	LOT HABITATION           	LOTS PROMOTIONNELS R+2 RDC COMMERCIAL   	1	2	130	128	1850	236800	                    	10595202	Manolo O'Growgane	S564736	21622319	ZVL 	Vente libre         	20180214	56000	60000	56000	172000	0	0	0	0	0	64800	172000	
180149.01	1803	Nador - Driouch               	7321-AL ANNOUAR ARRUIT                  	LOT HABITATION           	LOTS PROMOTIONNELS R+2 RDC COMMERCIAL   	1	2	131	131	1825	239075	                    	10629478	Aland Janew	S47826	21660966	ZVL 	Vente libre         	20190802	100000	65000	65000	230000	0	0	0	0	0	9075	230000	
180149.01	1803	Nador - Driouch               	7321-AL ANNOUAR ARRUIT                  	LOT HABITATION           	LOTS PROMOTIONNELS R+2 RDC COMMERCIAL   	1	2	132	128	1875	240000	                    	10922399	Libbie Kuschke	FH10223	21618469	ZVL 	Vente libre         	20171214	60000	0	0	60000	0	0	0	0	0	180000	60000	
180149.01	1803	Nador - Driouch               	7321-AL ANNOUAR ARRUIT                  	LOT HABITATION           	LOTS PROMOTIONNELS R+2 RDC COMMERCIAL   	1	2	133	132	1850	244200	                    	11026961	Luke Brattan	FH24967	21618471	ZVL 	Vente libre         	20171214	61050	61050	0	122100	0	0	0	0	0	122100	122100	
180149.01	1803	Nador - Driouch               	7321-AL ANNOUAR ARRUIT                  	LOT HABITATION           	LOTS PROMOTIONNELS R+2 RDC COMMERCIAL   	1	2	134	130	1875	243750	                    	11025335	Odessa Doley	K42682	21617622	ZVL 	Vente libre         	20171129	60937.5	60937.5	0	121875	0	0	0	0	0	121875	121875	
180149.01	1803	Nador - Driouch               	7321-AL ANNOUAR ARRUIT                  	LOT HABITATION           	LOTS PROMOTIONNELS R+2 RDC COMMERCIAL   	1	2	135	131	1850	242350	                    	11025337	Royall Ruff	D818894	21617626	ZVL 	Vente libre         	20171129	60587.5	50000	0	110587.5	0	0	0	0	0	131762.5	110587.5	
180149.01	1803	Nador - Driouch               	7321-AL ANNOUAR ARRUIT                  	LOT HABITATION           	LOTS PROMOTIONNELS R+2 RDC COMMERCIAL   	1	2	136	130	1850	240500	                    	11033387	Ara Theodore	S74787	21622577	ZVL 	Vente libre         	20180219	60125	60125	120250	240500	0	0	0	0	0	0	240500	
180149.01	1803	Nador - Driouch               	7321-AL ANNOUAR ARRUIT                  	LOT HABITATION           	LOTS PROMOTIONNELS R+2 RDC COMMERCIAL   	1	2	137	131	1825	239075	                    	10736571	Lanita Rossin	S47833	21634461	ZVL 	Vente libre         	20180928	40000	0	0	40000	0	0	0	0	0	199075	40000	
180149.01	1803	Nador - Driouch               	7321-AL ANNOUAR ARRUIT                  	LOT HABITATION           	LOTS PROMOTIONNELS R+2 RDC COMMERCIAL   	1	2	138	129	1850	238650	                    	11048432	Bo Wyatt	NM808279	21631068	ZVL 	Vente libre         	20180723	59662.5	59662.5	59662.5	178987.5	0	0	0	0	0	59662.5	178987.5	
180149.01	1803	Nador - Driouch               	7321-AL ANNOUAR ARRUIT                  	LOT HABITATION           	LOTS PROMOTIONNELS R+2 RDC COMMERCIAL   	1	2	139	132	1825	240900	                    	11055722	Fernanda Knowling	S451700	21636015	ZVL 	Vente libre         	20181022	60225	60225	60225	180675	0	0	0	0	0	60225	180675	
180149.01	1803	Nador - Driouch               	7321-AL ANNOUAR ARRUIT                  	LOT HABITATION           	LOTS PROMOTIONNELS R+2 RDC COMMERCIAL   	1	2	140	129	1850	238650	                    	11048432	Nessa Fonso	NM808279	21631073	ZVL 	Vente libre         	20180723	59662.5	59662.5	59662.5	178987.5	0	0	0	0	0	59662.5	178987.5	
180149.01	1803	Nador - Driouch               	7321-AL ANNOUAR ARRUIT                  	LOT HABITATION           	LOTS PROMOTIONNELS R+2 RDC COMMERCIAL   	1	2	141	133	1825	242725	                    	11055963	Harmonia Dunwoody	S210989	21636274	ZVL 	Vente libre         	20181024	60681.25	60681.25	0	121362.5	0	0	0	0	0	121362.5	121362.5	
180149.01	1803	Nador - Driouch               	7321-AL ANNOUAR ARRUIT                  	LOT HABITATION           	LOTS PROMOTIONNELS R+2 RDC COMMERCIAL   	1	2	142	129	1850	238650	                    	10628915	Aldon Dillingham	S480059	21630540	ZVL 	Vente libre         	20180711	82687.5	82687.5	49410	214785	0	0	0	0	0	23865	214785	
180149.01	1803	Nador - Driouch               	7321-AL ANNOUAR ARRUIT                  	LOT HABITATION           	LOTS PROMOTIONNELS R+2 RDC COMMERCIAL   	1	2	143	133	1825	242725	                    	11055964	Amandie Murrow	S156469	21636276	ZVL 	Vente libre         	20181024	60681.25	60681.25	60681.25	182043.75	0	0	0	0	0	60681.25	182043.75	
180149.01	1803	Nador - Driouch               	7321-AL ANNOUAR ARRUIT                  	LOT HABITATION           	LOTS PROMOTIONNELS R+2 RDC COMMERCIAL   	1	2	144	129	1850	238650	                    	11053238	Hyacinth Danter	S515297	21636854	ZVL 	Vente libre         	20181105	59768.75	0	0	59768.75	0	0	0	0	0	178881.25	59768.75	
180149.01	1803	Nador - Driouch               	7321-AL ANNOUAR ARRUIT                  	LOT HABITATION           	LOTS PROMOTIONNELS R+2 RDC COMMERCIAL   	1	2	145	134	1825	244550	                    	10633301	Bethanne Lenaghen	TK16697	21636857	ZVL 	Vente libre         	20181105	50000	0	0	50000	0	0	0	0	0	194550	50000	
180149.01	1803	Nador - Driouch               	7321-AL ANNOUAR ARRUIT                  	LOT HABITATION           	LOTS PROMOTIONNELS R+2 RDC COMMERCIAL   	1	2	146	128	1850	236800	                    	10629127	Garald Polycote	S475834	21631507	ZVL 	Vente libre         	20180801	87000	86546.25	0	173546.25	0	0	0	0	0	63253.75	173546.25	
180149.01	1803	Nador - Driouch               	7321-AL ANNOUAR ARRUIT                  	LOT HABITATION           	LOTS PROMOTIONNELS R+2 RDC COMMERCIAL   	1	2	147	129	1885	243165	                    	11027075	Robenia Jennemann	Z382459	21618530	ZVL 	Vente libre         	20171214	60791.25	0	0	60791.25	0	0	0	0	0	182373.75	60791.25	
180149.01	1803	Nador - Driouch               	7321-AL ANNOUAR ARRUIT                  	LOT HABITATION           	LOTS PROMOTIONNELS R+2 RDC COMMERCIAL   	1	2	148	148	1900	281200	                    	11098517	Maribelle Sivess	#VALEUR!	21731431	ZVL 	Vente libre         	20200311	50000	0	0	50000	0	0	0	0	0	231200	50000	
180149.01	1803	Nador - Driouch               	7321-AL ANNOUAR ARRUIT                  	LOT HABITATION           	LOTS PROMOTIONNELS R+2 RDC COMMERCIAL   	1	2	149	100	1925	192500	                    	11035528	Theobald Romanetti	S251687	21624074	ZVL 	Vente libre         	20180308	48125	48125	0	96250	0	0	0	0	0	96250	96250	
180149.01	1803	Nador - Driouch               	7321-AL ANNOUAR ARRUIT                  	LOT HABITATION           	LOTS PROMOTIONNELS R+2 RDC COMMERCIAL   	1	2	150	100	1850	185000	                    	10586633	Gilemette Semble	S824552	21633550	ZVL 	Vente libre         	20180914	62000	0	0	62000	0	0	0	0	0	123000	62000	
180149.01	1803	Nador - Driouch               	7321-AL ANNOUAR ARRUIT                  	LOT HABITATION           	LOTS PROMOTIONNELS R+2 RDC COMMERCIAL   	1	2	151	100	1875	187500	                    	10736571	Fanya Olrenshaw	S47833	21726942	ZVL 	Vente libre         	20191225	62500	0	0	62500	0	0	0	0	0	125000	62500	
180149.01	1803	Nador - Driouch               	7321-AL ANNOUAR ARRUIT                  	LOT HABITATION           	LOTS PROMOTIONNELS R+2 RDC COMMERCIAL   	1	2	152	100	1900	190000	                    	11026540	Gui Nannizzi	S287039	21618230	ZVL 	Vente libre         	20171211	47500	0	0	47500	0	0	0	0	0	142500	47500	
180149.01	1803	Nador - Driouch               	7321-AL ANNOUAR ARRUIT                  	LOT HABITATION           	LOTS PROMOTIONNELS R+2 RDC COMMERCIAL   	1	2	153	113	1875	211875	                    	11027086	Fletcher Outlaw	S327861	21618536	ZVL 	Vente libre         	20171215	52968.75	52968.75	0	105937.5	0	0	0	0	0	105937.5	105937.5	
180149.01	1803	Nador - Driouch               	7321-AL ANNOUAR ARRUIT                  	LOT HABITATION           	LOTS PROMOTIONNELS R+2 RDC COMMERCIAL   	1	2	154	113	1800	203400	                    	11058114	Heather Calfe	S564151	21660724	ZVL 	Vente libre         	20190726	67800	67800	0	135600	0	0	0	0	0	67800	135600	
180149.01	1803	Nador - Driouch               	7321-AL ANNOUAR ARRUIT                  	LOT HABITATION           	LOTS PROMOTIONNELS R+2 RDC COMMERCIAL   	1	2	155	116	1825	211700	                    	10595202	Zollie Fullilove	S564736	21618073	ZVL 	Vente libre         	20171207	57870	57870	57870	173610	0	0	0	0	0	38090	173610	
180149.01	1803	Nador - Driouch               	7321-AL ANNOUAR ARRUIT                  	LOT HABITATION           	LOTS PROMOTIONNELS R+2 RDC COMMERCIAL   	1	2	156	100	1900	190000	                    	11025783	Brigida Moultrie	S491527	21617861	ZVL 	Vente libre         	20171205	47500	47500	0	95000	0	0	0	0	0	95000	95000	
180149.01	1803	Nador - Driouch               	7321-AL ANNOUAR ARRUIT                  	LOT HABITATION           	LOTS PROMOTIONNELS R+2 RDC COMMERCIAL   	1	2	157	88	1800	158400	                    	11097395	Mikol McBratney	NR837347	21730318	ZVL 	Vente libre         	20200211	50000	50000	0	100000	0	0	0	0	0	58400	100000	
180149.01	1803	Nador - Driouch               	7321-AL ANNOUAR ARRUIT                  	LOT HABITATION           	LOTS PROMOTIONNELS R+2 RDC COMMERCIAL   	1	2	158	100	1850	185000	                    	11025315	Cybil Yakobowitz	S663474	21617619	ZVL 	Vente libre         	20171129	46250	0	0	46250	0	0	0	0	0	138750	46250	
180149.01	1803	Nador - Driouch               	7321-AL ANNOUAR ARRUIT                  	LOT HABITATION           	LOTS PROMOTIONNELS R+2 RDC COMMERCIAL   	1	2	159	100	1850	185000	                    	11025315	Gaby Smellie	S663474	21631887	ZVL 	Vente libre         	20180807	40000	0	0	40000	0	0	0	0	0	145000	40000	
180149.01	1803	Nador - Driouch               	7321-AL ANNOUAR ARRUIT                  	LOT HABITATION           	LOTS PROMOTIONNELS R+2 RDC COMMERCIAL   	1	2	160	100	1850	185000	                    	10614362	Alidia Seagar	S637736	21622907	ZVL 	Vente libre         	20180222	70000	0	0	70000	0	0	0	0	0	115000	70000	
